"","X.1","X","PlotObservationID","Species_richness","Longitude","Latitude","Country","Releve_area","Elevation","Aspect","Slope","SoilClim_PC1","SoilClim_PC2","Env.Strat","residuals"
"56",37,114,207368,1.49136169383427,15.0240509373585,47.6055080527996,"Austria",25,1.21852805204281,337,0.725934373563585,-1.783,4.314,"ALS",0.475912630535881
"57",27,102,207191,1.54406804435028,15.1049236137341,47.6071065867971,"Austria",25,1.44669166239383,157,-0.847569483109316,-1.967,4.229,"ALS",0.802526136693239
"58",105,191,211854,1.39794000867204,12.2914905236093,47.5635937098677,"Austria",50,0.784281180729614,360,1.01732397665116,-1.612,4.604,"CON",-0.0703247690439841
"59",304,405,217710,1.47712125471966,12.7368899702889,47.0891369621309,"Austria",60,2.16798307576151,180,1.01732397665116,-2.764,5.274,"ALS",0.464483280902822
"60",214,308,215451,1.64345267648619,11.0827921731546,47.0361709884472,"Austria",25,1.79997725261473,270,0.725934373563585,-2.567,5.465,"ALS",1.24162519264387
"61",164,256,213852,1.36172783601759,12.7952212581236,46.7543836433532,"Austria",16,1.62333445750427,360,-0.497901959404227,-1.953,5.165,"ALS",-0.156756158765242
"62",110,197,212689,1.30102999566398,12.747872065571,47.501398718537,"Austria",25,0.666519317322644,90,0.259711008623467,-1.965,5.963,"ALS",-0.641092127738381
"63",305,406,217712,1.54406804435028,12.7374646770428,47.0875641804791,"Austria",20,2.15326284283564,225,0.434544770476011,-2.764,5.274,"ALS",0.807631932526621
"64",90,175,210765,1.65321251377534,13.7050258116779,46.5962020766995,"Austria",100,0.85788234535897,90,-0.439624038786712,-1.731,5.218,"ALS",1.20142082394652
"65",282,383,217551,1.65321251377534,9.73893016877741,47.2178629372565,"Austria",25,-0.349176754562474,180,0.725934373563585,-0.723,4.648,"ALS",1.05919411234186
"66",88,173,210699,1.67209785793572,13.9269952029905,46.5756139956058,"Austria",100,-0.746623043560998,90,-0.731013641874286,-0.374,2.875,"ALS",1.24379700786937
"67",95,180,210853,1.32221929473392,14.5747346252548,47.0660339535652,"Austria",64,1.5055725940973,360,-0.90584740372683,-1.99,4.729,"ALS",-0.331885615479571
"68",240,336,215562,1.36172783601759,11.085936645502,47.0444180334207,"Austria",12,2.06494144528041,338,0.434544770476011,-2.572,6.382,"ALS",-0.191503709295623
"69",185,279,214406,1.54406804435028,10.7682337763926,47.3499224053384,"Austria",13,1.19644770265401,45,0.0848772467709218,-1.904,5.587,"ALS",0.665144255338768
"70",308,409,217716,1.49136169383427,12.7367981397846,47.0885587205368,"Austria",50,2.16798307576151,225,0.434544770476011,-2.764,5.274,"ALS",0.545784936306357
"71",63,145,209397,1.23044892137827,12.5180646592901,47.3806055559317,"Austria",50,0.695959783174387,360,1.42526942097376,-1.535,3.807,"ALS",-0.873854808780408
"72",244,340,215572,1.72427586960079,11.0806322314444,47.0371302246865,"Austria",25,1.80733736907766,203,0.143155167388436,-2.567,5.465,"ALS",1.65682586271946
"73",226,321,215489,1.30102999566398,11.0972130943168,47.0405924439043,"Austria",25,2.63903052938939,225,0.725934373563585,-2.757,6.532,"ALS",-0.4384475670998
"74",243,339,215571,1.53147891704226,11.0833565105097,47.0376745251625,"Austria",25,1.82941771846647,270,1.01732397665116,-2.567,5.465,"ALS",0.680077037803443
"75",335,437,217889,1.30102999566398,12.8346172594872,47.0818418057526,"Austria",25,2.3299056379461,113,1.60010318282631,-2.26,4.735,"ALS",-0.378648516467709
"76",285,386,217613,1.67209785793572,9.62717861776143,47.2017799281672,"Austria",25,-0.702462344783384,23,0.143155167388436,-0.833,3.124,"CON",1.22433289596419
"77",165,257,213902,1.69897000433602,12.7903635184303,46.7535885825765,"Austria",50,1.71165585505951,180,0.66765645294607,-1.402,3.767,"ALS",1.60506762475119
"78",175,267,214342,1.5910646070265,9.62068191181496,47.0572518195403,"Austria",100,1.66749515628189,45,1.30871357973874,-1.933,7.02,"ALS",0.840700338015021
"79",180,274,214362,1.25527250510331,9.61130297797482,47.0570119150091,"Austria",100,1.97662004772519,90,0.725934373563585,-1.933,7.02,"ALS",-0.79161743016973
"80",35,112,207331,1.69897000433602,15.0237378456635,47.6017824633507,"Austria",20,1.24060840143162,90,-0.439624038786712,-1.783,4.314,"ALS",1.53707713718834
"81",208,302,215429,1.43136376415899,11.0834345762996,47.0387434309343,"Austria",36,1.87357841724409,270,-0.731013641874286,-2.567,5.465,"ALS",0.214877415226902
"82",326,428,217868,1.70757017609794,12.8376182570686,47.073559987022,"Austria",80,1.87357841724409,113,0.434544770476011,-2.26,4.735,"ALS",1.62009331198328
"83",127,218,213277,1.44715803134222,13.9345617907736,46.9455585031297,"Austria",30,1.72637608798537,180,1.30871357973874,-1.942,4.871,"ALS",0.271028071110134
"84",317,418,217736,1.5910646070265,12.7342368012874,47.0871260229019,"Austria",50,2.00606051357693,180,1.01732397665116,-2.764,5.274,"ALS",1.0149516270032
"85",279,375,216605,1.25527250510331,14.3506251593246,47.8426394462531,"Austria",15,-0.820224208190354,90,-0.847569483109316,-0.884,2.049,"CON",-0.785186324603649
"86",271,367,216141,1.07918124604762,11.4599872736141,47.2048623115483,"Austria",15,1.63805469043015,180,-0.206512356316652,-1.422,4.461,"ALS",-1.53438321159434
"87",258,354,215666,1.17609125905568,11.0315053020388,47.3516939422439,"Austria",20,1.35837026483859,270,-0.672735721256771,-1.918,4.71,"ALS",-1.08425997316032
"88",179,273,214354,1.32221929473392,9.62677582233488,47.056671911361,"Austria",50,1.69693562213363,360,-1.02240324496186,-1.942,6.057,"ALS",-0.395934005474295
"89",176,268,214344,1.25527250510331,9.6230630822447,47.0571489450579,"Austria",30,1.81469748554061,360,-1.02240324496186,-1.933,7.02,"ALS",-0.780808300114461
"90",255,351,215609,1.11394335230684,11.0880117804757,47.045089485071,"Austria",16,2.46238773427893,315,1.89149278591389,-2.572,6.382,"ALS",-1.40832490843744
"91",275,371,216194,1.43136376415899,14.0238174774152,47.5968175219081,"Austria",50,0.62235861854503,90,-0.731013641874286,-1.772,4.595,"ALS",0.110661792771999
"92",111,199,213083,1.25527250510331,12.6866869889704,47.0550157917137,"Austria",50,2.47710796720481,158,0.143155167388436,-2.884,6.156,"ALS",-0.649739744155299
"93",168,260,213983,1.41497334797082,14.2325541579814,47.4251721871972,"Austria",25,1.66749515628189,180,-0.206512356316652,-1.745,4.023,"ALS",0.182609827917509
"94",97,182,210860,1.11394335230684,14.5790697256812,47.0386862947799,"Austria",16,1.29948933313511,360,-0.731013641874286,-1.415,3.451,"ALS",-1.32501463336162
"95",190,284,214456,1.39794000867204,10.6724499302385,47.277207999149,"Austria",58,1.90301888309583,360,0.259711008623467,-2.214,4.727,"ALS",0.0778606763170878
"96",306,407,217713,1.54406804435028,12.7355051435015,47.090727600207,"Austria",50,2.24158424039087,180,1.01732397665116,-2.764,5.274,"ALS",0.808149041607372
"97",249,345,215583,1.11394335230684,11.0813255293664,47.0379524829355,"Austria",16,1.83677783492941,270,-0.731013641874286,-2.567,5.465,"ALS",-1.37712705010703
"98",21,96,207130,1.61278385671974,15.0490845549235,47.6208452717415,"Austria",25,-0.128373260674404,67,1.01732397665116,-1.915,4.052,"ALS",0.936009725917777
"99",264,360,215924,1.36172783601759,11.4639923397595,47.2051231747213,"Austria",15,1.5055725940973,180,0.725934373563585,-1.422,4.461,"ALS",-0.153232041054541
"100",252,348,215595,1.32221929473392,11.0869015639846,47.0415258442925,"Austria",25,2.15326284283564,360,-0.148234435699138,-2.572,6.382,"ALS",-0.368434904245074
"101",336,438,217894,1.51851393987789,12.8381893044724,47.0749157121139,"Austria",15,1.90301888309583,113,0.725934373563585,-2.26,4.735,"ALS",0.67301427761524
"102",228,323,215498,1.64345267648619,11.0840099027625,47.043978956444,"Austria",25,2.00606051357693,338,0.725934373563585,-2.572,6.382,"ALS",1.20545167402919
"103",388,512,223964,1.11394335230684,23.547948831109,42.5553139163807,"Bulgaria",16,-0.187254192377889,270,1.30871357973874,-0.893,1.423,"CON",-1.41165069435668
"104",380,502,222578,1.47712125471966,25.7044308240972,41.4001169534999,"Bulgaria",16,-1.02925151573772,270,-0.148234435699138,-0.015,-0.224,"MDN",0.425275839910376
"105",371,486,222182,1.50514997831991,23.2670785339081,41.4907012933958,"Bulgaria",16,-1.40608947864003,270,0.725934373563585,0.247,-0.803,"PAN",0.539694381991266
"106",435,588,234612,1.14612803567824,23.4278076165936,41.6317377945096,"Bulgaria",100,1.38192263751999,315,0.143155167388436,-2.185,1.802,"ALS",-1.04803789778302
"107",645,1207,309370,1.23044892137827,23.6362848980691,42.1626928869976,"Bulgaria",15,1.7352082277409,315,-0.614457800639257,-2.297,2.123,"CON",-0.590480804068244
"108",397,526,225344,1.20411998265592,27.2499800255861,42.7010075962729,"Bulgaria",100,-1.32071212766997,135,0.725934373563585,-0.25,-0.073,"PAN",-0.996730664932922
"109",638,1200,309323,1.30102999566398,23.4119062855643,41.7509623207068,"Bulgaria",16,1.46141189531969,225,-0.964125324344346,-2.336,1.87,"CON",-0.246855203424241
"110",634,1192,308415,1.04139268515823,26.713186855286,42.6305325941859,"Bulgaria",16,-1.3751769894957,360,-1.02240324496186,-0.294,-0.144,"PAN",-1.78153487858312
"111",428,577,232542,1.25527250510331,23.557000312981,42.1108253550092,"Bulgaria",100,1.5055725940973,270,1.30871357973874,-2.238,2.21,"CON",-0.533799614164614
"112",426,574,232509,1.27875360095283,24.3535935956629,42.7529606972868,"Bulgaria",100,1.35837026483859,180,-0.148234435699138,-1.555,1.98,"CON",-0.403812522655513
"113",418,555,230609,1.36172783601759,25.444107623862,42.7627904777072,"Bulgaria",100,0.475156289286317,180,1.30871357973874,-1.212,1.953,"CON",-0.123323345524776
"114",416,553,230557,1.11394335230684,25.4438647045948,42.7629051601423,"Bulgaria",100,0.534037220989802,45,0.143155167388436,-1.212,1.953,"CON",-1.33540841707424
"115",409,543,227197,1.32221929473392,25.4201677093269,42.576370274801,"Bulgaria",100,0.475156289286317,180,-0.148234435699138,-0.15,0.103,"CON",-0.188718568396579
"116",640,1202,309341,1.38021124171161,23.7920752947638,42.1316525296605,"Bulgaria",16,1.2082238889947,203,-0.847569483109316,-1.906,2.162,"CON",0.0908973982852193
"117",647,1209,309556,1.38021124171161,24.2894150370489,42.7515346708969,"Bulgaria",16,0.191055793817002,248,1.01732397665116,-1.843,2.393,"CON",-0.079673470867148
"118",628,1186,308234,1.57978359661681,26.2315780100373,42.3828618609241,"Bulgaria",16,-1.19117407792231,315,-0.847569483109316,0.013,0.376,"PAN",0.891100380116516
"119",646,1208,309417,1.38021124171161,24.8839132941325,42.6741708724969,"Bulgaria",12,1.19644770265401,315,-0.148234435699138,-1.733,1.82,"CON",0.0975260676110094
"120",433,585,234259,1.50514997831991,24.4547152510136,42.7241531070742,"Bulgaria",100,0.97564420876594,135,-0.148234435699138,-1.474,1.609,"CON",0.706054763558676
"121",656,1224,313421,1.23044892137827,23.4027953728878,41.7695741856847,"Bulgaria",16,2.23128007734276,360,1.01732397665116,-2.498,2.315,"CON",-0.568930809514009
"122",396,525,225343,1.47712125471966,27.2517530526466,42.7028065975038,"Bulgaria",100,-1.3648728264476,180,0.725934373563585,-0.25,-0.073,"PAN",0.363398029908422
"123",637,1199,309298,1.27875360095283,23.5073255455619,41.7058556068702,"Bulgaria",16,1.70723978518175,180,0.725934373563585,-2.378,2.213,"CON",-0.38018098442974
"124",411,545,229552,1.20411998265592,23.079334030791,43.1737350406949,"Bulgaria",16,1.15228700387639,90,-0.731013641874286,-1.732,1.625,"CON",-0.765470545429223
"125",639,1201,309328,1.23044892137827,23.4116407762284,41.7659455000218,"Bulgaria",15,1.69840764542622,135,0.143155167388436,-2.498,2.315,"CON",-0.617735678634078
"126",629,1187,308258,1.36172783601759,26.3398452355478,42.484147555589,"Bulgaria",16,-1.27655142889236,360,-0.556179880021742,0.023,0.109,"PAN",-0.197192133329766
"127",627,1185,308214,1.17609125905568,25.9935379446442,42.3888881434524,"Bulgaria",16,-1.39725733888451,360,-1.02240324496186,0.032,0.185,"PAN",-1.13726633264021
"128",399,528,225503,1.27875360095283,24.5825920736019,43.1619942114095,"Bulgaria",16,-1.45172220071024,45,-0.847569483109316,-0.238,0.278,"PAN",-0.63547188178712
"129",373,495,222371,1.23044892137827,23.2326178253611,41.6558810923883,"Bulgaria",16,-0.820224208190354,180,-0.731013641874286,0.384,-0.824,"PAN",-0.739427588920054
"130",375,497,222501,1.51851393987789,23.2796712951088,41.4634294614492,"Bulgaria",16,-1.30746391803669,135,-0.731013641874286,0.247,-0.803,"PAN",0.643559378557196
"131",361,475,221687,1.43136376415899,23.1707891368943,43.0913062062629,"Bulgaria",16,0.307345633931385,360,-1.02240324496186,-1.649,1.59,"CON",0.275858210912415
"132",661,1278,319066,1,15.68817333018,45.773827190516,"Croatia",100,-1.33543236059585,360,1.25043565912122,-0.271,2.314,"CON",-2.18687120406307
"133",684,1305,320148,1.39794000867204,14.2161082266748,45.3779384613004,"Croatia",400,-0.078324468726442,225,-0.731013641874286,-0.369,4.956,"ALS",-0.185684587978444
"134",699,1343,322307,1.43136376415899,14.6610823584396,45.4531851550391,"Croatia",400,-0.143093493600275,135,1.30871357973874,-0.622,5.192,"ALS",-0.0734375329029537
"135",691,1333,321875,1.568201724067,14.2329449953886,45.3156462070374,"Croatia",500,-1.07046816793016,45,1.60010318282631,-0.081,4.441,"MDM",0.536467362630321
"136",682,1303,320134,1.51851393987789,14.2485968772665,45.339926514773,"Croatia",400,-0.38156126699939,12,-0.439624038786712,-0.314,4.594,"ALS",0.39919726542815
"137",663,1280,319083,1.76342799356294,15.6775618935047,45.7685241370086,"Croatia",400,-1.22503061365182,180,0.90076813541613,-0.271,2.314,"CON",1.65073223773829
"138",708,1414,324972,1.64345267648619,14.7394183242364,45.3570655957427,"Croatia",200,-0.511099316747057,180,-0.789291562491801,-0.501,4.113,"ALS",1.04938691036708
"139",670,1287,319627,1.23044892137827,17.5857556708005,45.5479614679405,"Croatia",400,-0.795199812216373,360,0.7842122941811,-0.761,1.694,"ALS",-0.912806273062599
"140",707,1413,324967,1.65321251377534,14.6713797722813,45.3719885881487,"Croatia",100,-0.511099316747057,360,-1.02240324496186,-0.496,4.561,"ALS",1.07237012127786
"141",669,1286,319401,1.32221929473392,14.4095456562402,45.4077723475377,"Croatia",350,-0.827584324653289,90,0.143155167388436,0.185,2.896,"ALS",-0.54077407743224
"142",668,1285,319388,1.17609125905568,17.0531161058456,43.3277651840874,"Croatia",100,0.534037220989802,180,0.725934373563585,-0.556,2.951,"MDM",-1.11088257729727
"143",698,1342,322301,1.64345267648619,14.6858053629126,45.4149237921116,"Croatia",400,-0.555260015524671,135,-0.264790276934167,-0.43,4.071,"ALS",1.03674332543239
"144",701,1345,322361,1.65321251377534,14.6799186841283,45.4191846014436,"Croatia",400,-0.569980248450542,180,-0.264790276934167,-0.639,4.609,"ALS",1.05116766426298
"145",705,1409,324243,1.41497334797082,15.6001899700301,45.8281884277218,"Croatia",100,-0.827584324653289,90,0.143155167388436,-0.451,2.705,"ALS",-0.054586676465466
"146",676,1296,320045,1.54406804435028,14.1883979063477,45.1616854549723,"Croatia",400,-0.574396318328304,130,0.434544770476011,0.477,3.303,"MDM",0.562686418468214
"147",666,1283,319203,1.51851393987789,15.4706126192359,44.3859989484011,"Croatia",400,0.548757453915673,135,0.492822691093526,-0.643,4.521,"MDM",0.504477326387555
"148",834,1641,414076,1.60205999132796,17.1670182079798,50.0480051219185,"Czech Republic",400,-0.246135124081375,180,0.609378532328555,-1.653,2.549,"CON",0.97128925077233
"149",851,1661,420257,1.36172783601759,17.8769824080096,49.3982190876006,"Czech Republic",16,-0.842304557579161,225,-0.90584740372683,-1.216,1.254,"CON",-0.196530362649299
"150",817,1607,399046,1.32221929473392,12.6498704435936,50.0022343944144,"Czech Republic",400,-0.525819549672928,225,0.143155167388436,-1.199,2.873,"ALS",-0.482209560134139
"151",829,1636,413164,1.69019608002851,16.3931542871125,50.3115452240081,"Czech Republic",200,-0.260855357007246,360,-0.148234435699138,-1.9,2.793,"ALS",1.41093582001753
"152",831,1638,413349,1.49136169383427,18.0476851338432,49.5195982353437,"Czech Republic",400,-0.768703392949805,360,0.143155167388436,-1.078,1.795,"CON",0.404479688648637
"153",797,1566,378075,1.38021124171161,18.2348448808178,49.4909183230317,"Czech Republic",100,-0.231414891155504,293,1.30871357973874,-1.432,2.389,"CON",-0.141311985818987
"154",805,1579,380800,1.07918124604762,15.7148409673953,50.7395083213254,"Czech Republic",100,0.534037220989802,360,-0.731013641874286,-2.028,2.481,"ALS",-1.51697653704297
"155",798,1567,378077,1.17609125905568,18.2364880388132,49.4929429653786,"Czech Republic",150,-0.128373260674404,315,0.725934373563585,-1.432,2.389,"CON",-1.13978765825584
"156",775,1528,369351,1.57978359661681,15.7984477667016,50.6875672502066,"Czech Republic",25,-0.290295822858989,68,-0.323068197551682,-1.892,2.027,"ALS",0.909004925219809
"157",751,1496,366708,1.69897000433602,13.801058939106,48.9437214191394,"Czech Republic",25,-0.42277791919183,225,-0.789291562491801,-1.154,2.04,"CON",1.48531491966828
"158",830,1637,413213,1.36172783601759,18.6650715891939,49.531663382036,"Czech Republic",400,-0.408057686265958,90,-0.556179880021742,-1.388,2.024,"CON",-0.199092800238972
"159",854,1666,430265,1.30102999566398,14.1070672137797,50.0572635962121,"Czech Republic",100,-1.07046816793016,225,0.434544770476011,-0.91,0.368,"CON",-0.496359270660515
"160",825,1631,412675,1.17609125905568,15.8127976497105,49.7973360306094,"Czech Republic",16,-0.77606350941274,135,-0.90584740372683,-1.115,1.161,"CON",-1.11238980976862
"161",764,1517,369183,1.36172783601759,15.746086524513,50.7023746365379,"Czech Republic",16,-0.113653027748533,225,-0.089956515081623,-1.903,1.917,"ALS",-0.156971441588596
"162",787,1545,371380,1.17609125905568,17.2354369078102,50.0524942035236,"Czech Republic",100,0.085070116750729,203,0.725934373563585,-2.052,3.21,"CON",-1.15943628683083
"163",804,1575,380291,1.11394335230684,15.8624714824547,50.6426336251042,"Czech Republic",625,-0.187254192377889,135,-0.089956515081623,-1.643,2.505,"ALS",-1.44811317737177
"164",793,1561,377167,1.68124123737559,14.8371384632271,50.8185913885989,"Czech Republic",16,-0.952706304523195,360,-0.90584740372683,-1.07,1.275,"CON",1.38469011627385
"165",741,1476,348105,1,16.5364358701305,50.1525411026734,"Czech Republic",16,-0.652413552835421,45,-0.439624038786712,-1.063,1.583,"ALS",-2.01518722941927
"166",712,1429,328994,1,15.5438143568804,50.7700829540003,"Czech Republic",100,0.416275357582832,135,-0.847569483109316,-2.141,3.106,"ALS",-1.96496908779716
