"","ID","bio.1","bio.2","bio.3","bio.4","bio.5","bio.6","bio.7","bio.8","bio.9","bio.10","bio.11","bio.12","bio.13","bio.14","bio.15","bio.16","bio.17","bio.18","bio.19","Elev"
"203",203,25.0625514984131,9.85481262207031,85.2197647094727,63.0031051635742,31.1944999694824,19.630500793457,11.5639991760254,24.7377910614014,25.3606243133545,25.8352508544922,24.2892913818359,1855,219,100,24.9632968902588,606,332,425,501,331
"206",206,23.8267192840576,12.1506462097168,40.989933013916,473.391754150391,39.1710014343262,9.52799987792969,29.6430015563965,24.7728328704834,17.9535827636719,30.034875869751,17.9535827636719,1313,419,4,139.534484863281,1046,31,146,31,706
"210",210,24.5390529632568,9.76197910308838,85.0105972290039,46.4015197753906,30.7497501373291,19.2665004730225,11.4832496643066,25.0556259155273,24.7777080535889,25.1357917785645,23.9554176330566,1779,204,58,32.6958236694336,570,237,462,475,598
"212",212,26.0471458435059,10.2974166870117,82.3711090087891,41.5828475952148,32.1037483215332,19.6025009155273,12.5012474060059,26.0704154968262,25.4837913513184,26.4837493896484,25.4837913513184,2098,266,78,33.5688133239746,706,280,607,280,230
"226",226,24.8990516662598,10.477728843689,80.2107467651367,35.5257339477539,31.5739994049072,18.5112495422363,13.0627498626709,24.5864582061768,24.7998752593994,25.3846244812012,24.5864582061768,1694,229,43,41.5929679870605,600,160,468,600,502
"235",235,27.0942630767822,6.65603017807007,78.7578811645508,56.7211418151855,31.7291450500488,23.277889251709,8.45125579833984,26.7226123809814,27.2686767578125,27.8517589569092,26.4425468444824,1768,302,41,53.8116607666016,758,151,314,475,55
"236",236,25.7523231506348,10.7047710418701,45.5609436035156,333.352172851562,36.8327484130859,13.3372497558594,23.4954986572266,26.7997493743896,23.3005409240723,29.1616668701172,21.1009578704834,818,151,1,86.7290954589844,397,7,262,12,291
"243",243,26.9792919158936,8.23404121398926,90.918586730957,24.4215717315674,31.5069999694824,22.4505004882812,9.05649948120117,26.7179164886475,26.8897914886475,27.2867908477783,26.7179164886475,2820,303,150,22.0005378723145,833,508,743,833,26
"245",245,15.7118330001831,9.73983383178711,53.0911293029785,307.057800292969,24.7082500457764,6.36275005340576,18.3455009460449,19.4540004730225,12.3529167175293,19.4540004730225,11.9634590148926,1626,195,99,22.0101890563965,523,312,523,346,875
"253",253,22.8200836181641,9.55879211425781,43.7238159179688,442.087005615234,31.1490001678467,9.28724956512451,21.8617515563965,27.3601665496826,17.658166885376,27.3601665496826,16.5997924804688,2319,444,15,80.5820541381836,1173,71,1173,78,268
"261",261,23.9273548126221,10.6900415420532,48.6214866638184,236.61572265625,34.5045013427734,12.5182504653931,21.9862518310547,24.5079174041748,22.335750579834,26.5340423583984,20.6794586181641,1419,256,3,89.9641342163086,697,14,266,15,698
"279",279,25.7164058685303,8.818603515625,85.6175155639648,42.3811111450195,30.8582496643066,20.5582504272461,10.2999992370605,25.7407073974609,25.3880424499512,26.0780830383301,25.1081256866455,3269,339,208,15.5964345932007,954,668,774,690,136
"282",282,25.7539157867432,9.40958404541016,81.6626968383789,52.0789833068848,32.2664985656738,20.7439994812012,11.5224990844727,25.6634578704834,26.445291519165,26.445291519165,25.1067504882812,2309,374,52,51.9552574157715,950,201,201,677,197
"283",283,23.8623428344727,10.1836042404175,54.0703201293945,318.494903564453,32.838249206543,14.0042495727539,18.8339996337891,25.7426662445068,20.4183750152588,27.1784591674805,19.47483253479,1607,297,55,55.2112045288086,682,175,461,204,104
"285",285,22.1294994354248,9.1002082824707,64.0003433227539,222.896881103516,29.1364994049072,14.9175004959106,14.2189989089966,24.6317501068115,20.1125411987305,24.6317501068115,19.3084163665771,2281,347,70,53.8107032775879,1015,264,1015,328,440
"288",288,21.6193962097168,11.8042917251587,58.3713493347168,305.360168457031,30.8225002288818,10.5997505187988,20.222749710083,23.5878753662109,17.7765007019043,24.9533748626709,17.7591667175293,1586,196,63,30.5718212127686,553,240,488,313,345
"289",289,19.536958694458,10.2123746871948,63.0890045166016,260.203887939453,27.1560001373291,10.96875,16.1872501373291,22.2707080841064,17.138542175293,22.2707080841064,16.0119171142578,1686,298,41,72.9504013061523,866,156,866,174,924
"308",308,26.3714504241943,6.99648761749268,69.7459335327148,109.42057800293,31.8013458251953,21.7699546813965,10.0313911437988,26.8095664978027,27.0869216918945,27.566068649292,24.845890045166,1552,344,35,69.9976806640625,726,152,286,273,24
"319",319,25.5220527648926,9.29456233978271,80.8574447631836,63.3533897399902,31.7639999389648,20.2690010070801,11.4949989318848,25.1400413513184,26.2490844726562,26.2490844726562,24.661750793457,3426,409,122,35.0656280517578,1221,449,449,1043,230
"328",328,25.855375289917,9.51924991607666,84.7681427001953,59.5248527526855,31.3327503204346,20.1030006408691,11.2297496795654,25.5644569396973,26.41579246521,26.41579246521,25.0070838928223,3160,321,196,16.9909362792969,946,613,613,877,163
"338",338,25.2976150512695,10.4381875991821,71.1654205322266,104.004470825195,31.9257488250732,17.2582492828369,14.6674995422363,25.9912490844727,23.8354568481445,26.2029991149902,23.7952079772949,1958,295,49,59.043083190918,847,156,632,190,226
"343",343,21.5677299499512,7.41341638565063,33.0494995117188,564.52587890625,31.5400009155273,9.10875034332275,22.4312515258789,26.933708190918,15.5433330535889,27.6088333129883,13.9729585647583,1628,261,27,67.3729629516602,720,112,714,142,174
"344",344,26.7381763458252,7.58272933959961,80.5966033935547,48.015567779541,31.5872497558594,22.1790008544922,9.40824890136719,26.6059989929199,26.7557506561279,27.405876159668,26.1745414733887,2226,315,27,59.2745246887207,842,89,450,407,36
"347",347,26.470645904541,8.45291709899902,87.174919128418,30.6176738739014,31.5885009765625,21.8920001983643,9.69650077819824,26.3155822753906,26.6878757476807,26.8899993896484,26.1097507476807,2598,337,130,33.1269493103027,930,423,505,690,42
"358",358,26.2431659698486,8.09825038909912,75.5398483276367,66.6564102172852,31.8117504119873,21.0912494659424,10.7205009460449,26.2387504577637,25.6308746337891,27.1142082214355,25.4147071838379,2579,445,28,72.1059494018555,1232,131,574,192,306
"361",361,26.2026348114014,11.4188966751099,40.3444671630859,447.650360107422,40.8235015869141,12.5199995040894,28.3035011291504,26.5054168701172,20.648458480835,32.2119178771973,20.648458480835,1360,425,4,133.059295654297,1020,15,232,15,392
"365",365,26.3535842895508,10.222375869751,86.6027755737305,39.6831398010254,32.185001373291,20.3812503814697,11.8037509918213,26.3971252441406,26.0078754425049,26.786792755127,25.8250846862793,2270,222,134,13.1546468734741,649,482,587,569,161
"367",367,25.7505626678467,8.09954166412354,89.243766784668,29.6828212738037,30.367000579834,21.2912502288818,9.07575035095215,25.9096660614014,25.2981243133545,25.9840412139893,25.2981243133545,2183,228,133,18.4239311218262,644,412,607,412,274
"374",374,10.6281042098999,9.10033321380615,34.1200675964355,638.036010742188,22.9529991149902,-3.71849989891052,26.6714992523193,18.0776672363281,2.19433331489563,18.0776672363281,2.19433331489563,878,161,12,81.0067367553711,463,37,463,37,1973
"375",375,26.1423854827881,8.53935432434082,84.2851867675781,46.170352935791,31.1007499694824,20.9692497253418,10.1315002441406,26.1717090606689,26.2014579772949,26.5526256561279,25.4736671447754,3023,338,190,18.8391304016113,977,657,669,662,144
"376",376,25.3476982116699,9.60660362243652,79.6798782348633,72.4459228515625,31.6824989318848,19.6259994506836,12.0564994812012,25.0707092285156,26.0611248016357,26.2566242218018,24.3826675415039,2386,310,57,40.2753524780273,867,257,320,770,312
"386",386,24.8132915496826,9.61595821380615,83.2298202514648,63.6698722839355,30.9337501525879,19.3802490234375,11.5535011291504,24.5218753814697,24.1347923278809,25.6305408477783,24.0509166717529,1628,217,56,37.4717445373535,597,256,487,354,394
"388",388,24.8245525360107,8.78368759155273,90.5278244018555,36.3614082336426,29.9692497253418,20.2665004730225,9.70274925231934,24.4011249542236,25.0935001373291,25.2570838928223,24.3547916412354,3510,374,180,18.8606033325195,1052,645,816,1011,379
"398",398,25.6068019866943,10.5805625915527,82.1041870117188,45.7818298339844,31.6205005645752,18.7337493896484,12.8867511749268,25.6486663818359,24.9702911376953,26.0700416564941,24.9702911376953,2374,332,56,47.2649917602539,921,234,559,234,149
"401",401,27.3097915649414,8.33370876312256,77.8341903686523,63.617618560791,33.2837524414062,22.5767498016357,10.7070026397705,26.7367496490479,28.0942497253418,28.2384586334229,26.6990413665771,2248,347,58,53.1664886474609,930,227,248,929,8
"402",402,26.1478862762451,8.2277717590332,89.7419967651367,32.8538627624512,30.7485008239746,21.580249786377,9.16825103759766,26.3380832672119,25.6734161376953,26.4170837402344,25.6734161376953,2364,288,121,29.7843589782715,808,397,688,397,242
"405",405,20.5520629882812,9.43091678619385,89.2213287353516,33.4863891601562,25.8680000305176,15.2977504730225,10.5702495574951,20.1466255187988,20.732666015625,20.8489170074463,20.029125213623,3655,421,204,24.5966968536377,1204,642,752,1080,1132
"408",408,26.3619060516357,11.0024795532227,47.9123802185059,235.953872680664,37.0322494506836,14.0684995651245,22.9637489318848,26.7831249237061,24.6702499389648,28.9797077178955,23.1021671295166,2005,459,2,108.580375671387,1290,8,224,13,124
"418",418,24.7683238983154,9.13402080535889,86.3696441650391,51.0456466674805,30.2369995117188,19.6615009307861,10.5754985809326,24.4874153137207,24.2411670684814,25.3609161376953,24.1040840148926,1797,215,93,27.2936992645264,598,348,464,418,453
"424",424,17.7023220062256,7.70481252670288,29.1981678009033,685.879272460938,30.1672496795654,3.77924990653992,26.3880004882812,21.4512500762939,10.5468330383301,25.510082244873,8.78533363342285,1578,274,41,62.3681221008301,751,128,555,182,586
"431",431,24.1527919769287,12.672625541687,69.2748641967773,70.7289123535156,32.6342506408691,14.3409996032715,18.2932510375977,24.4055004119873,23.3590831756592,24.7390422821045,23.076416015625,1888,316,6,74.5984573364258,906,48,431,89,364
"432",432,26.4941253662109,8.4729585647583,90.7508850097656,24.1434383392334,31.1997509002686,21.8632488250732,9.33650207519531,26.5704154968262,26.1601657867432,26.6616249084473,26.1601657867432,2621,305,130,25.037036895752,835,445,748,445,90
"438",438,26.2786045074463,8.64633369445801,81.8510208129883,55.1258659362793,31.50950050354,20.9459991455078,10.5635013580322,26.2352924346924,25.7112083435059,26.7918739318848,25.507833480835,1572,250,48,47.6775054931641,649,186,400,270,26
"440",440,15.6725730895996,13.4873952865601,72.4233245849609,132.542907714844,23.8442497253418,5.22125005722046,18.6229991912842,16.6591243743896,13.8424587249756,16.8705005645752,13.8117914199829,1176,212,23,66.0684967041016,567,85,358,101,2547
"441",441,24.5558547973633,10.0848751068115,84.5390472412109,48.1615943908691,30.9980010986328,19.0687503814697,11.9292507171631,24.1035423278809,24.8323745727539,25.17795753479,23.9502506256104,1828,209,60,33.0144729614258,585,231,458,520,705
"443",443,16.3662090301514,11.574125289917,58.140251159668,313.505493164062,25.9645004272461,6.05725002288818,19.9072494506836,20.0541248321533,12.5411672592163,20.0541248321533,12.4906663894653,1665,178,97,19.5278053283691,479,334,479,345,995
"448",448,23.7247085571289,10.2752914428711,79.4932022094727,87.2272186279297,30.326000213623,17.3999996185303,12.9260005950928,23.7505416870117,22.49658203125,24.6468334197998,22.49658203125,1650,293,27,56.6470222473145,666,144,558,144,523
"454",454,26.9420413970947,7.29520845413208,85.3415374755859,49.534595489502,31.4267501831055,22.8784999847412,8.54825019836426,26.9907493591309,27.2317085266113,27.339542388916,26.2294158935547,3380,360,215,13.9406003952026,1000,715,750,903,20
"458",458,22.9127388000488,12.6526880264282,67.666862487793,213.259780883789,30.4797496795654,11.78125,18.6984996795654,24.7818336486816,20.0527076721191,24.7818336486816,19.8188343048096,1176,217,16,74.5586166381836,602,69,602,91,453
"465",465,26.1190204620361,10.4174165725708,73.9085922241211,34.3927230834961,33.2270011901855,19.1319999694824,14.0950012207031,25.8776664733887,25.9882926940918,26.55637550354,25.8136672973633,2504,369,28,59.6041603088379,1067,128,566,249,103
"470",470,22.4385318756104,9.1373119354248,89.8060150146484,31.0059337615967,27.4685001373291,17.2940006256104,10.1744995117188,22.0111656188965,22.6925411224365,22.7261238098145,22.003999710083,3883,447,238,22.1010131835938,1277,760,800,1165,849
"480",480,24.1504383087158,8.66033363342285,73.8070373535156,78.5825271606445,30.75,19.0162506103516,11.7337493896484,23.4182090759277,24.7408752441406,25.1339168548584,23.1782493591309,1562,284,14,67.0837860107422,657,77,330,457,611
"482",482,23.8362522125244,7.22254657745361,74.0928421020508,90.8812713623047,29.0901012420654,19.3421325683594,9.74796867370605,22.5569801330566,24.5105323791504,24.8361682891846,22.5569801330566,2959,506,31,66.9656753540039,1354,138,438,1354,476
"484",484,21.1977710723877,12.5957908630371,59.5848541259766,315.078186035156,31.1665000915527,10.027250289917,21.1392498016357,24.6409168243408,17.2220001220703,24.6409168243408,17.1450004577637,1485,172,65,26.0380859375,451,277,451,350,277
"485",485,23.6100616455078,10.0563335418701,78.389030456543,57.3923797607422,30.1322498321533,17.3034992218018,12.8287506103516,23.5620002746582,23.3108749389648,24.3817501068115,23.00612449646,1685,230,27,50.5697746276855,658,121,435,177,511
"491",491,20.564624786377,12.1537914276123,65.9483795166016,236.047607421875,29.0562496185303,10.6269998550415,18.4292488098145,22.8050003051758,17.2720832824707,22.8050003051758,17.2720832824707,1361,334,9,108.80712890625,876,27,876,27,1015
"500",500,15.9982080459595,11.1019163131714,47.8427772521973,433.481323242188,25.5097503662109,2.30474996566772,23.2049999237061,20.3882923126221,10.0538330078125,20.3882923126221,10.0538330078125,902,180,12,84.0296783447266,501,40,501,40,1864
"502",502,26.0788116455078,12.774374961853,46.4189376831055,394.803894042969,40.6357498168945,13.1160001754761,27.5197486877441,26.8734588623047,24.4377918243408,31.4642066955566,21.4142913818359,755,207,2,122.387969970703,530,9,159,26,536
"506",506,19.6673851013184,17.5775203704834,51.9691352844238,625.798400878906,36.9052505493164,3.08224987983704,33.8230018615723,26.4577903747559,18.8746242523193,27.1695404052734,11.9951248168945,560,151,6,92.4044418334961,323,34,295,119,969
"507",507,25.7956352233887,13.3185625076294,65.3824234008789,219.819274902344,34.4782485961914,14.1079998016357,20.3702487945557,27.6393337249756,22.6359577178955,27.7784156799316,22.6359577178955,1025,291,2,122.608375549316,719,6,556,6,194
"511",511,22.8365211486816,7.66220808029175,58.9026870727539,160.964431762695,28.9379997253418,15.9297504425049,13.0082492828369,23.6547088623047,20.6546249389648,24.5951251983643,20.6546249389648,2306,502,2,96.8293151855469,1354,21,656,21,757
"512",512,24.8646564483643,8.94102096557617,81.4783020019531,56.6667022705078,30.1439990997314,19.1704998016357,10.9734992980957,24.894458770752,24.3133335113525,25.3689575195312,24.0788345336914,1005,167,24,52.9604034423828,407,79,254,199,522
"513",513,24.1918640136719,12.7863960266113,70.2800216674805,120.314025878906,31.8920001983643,13.6984996795654,18.1935005187988,24.8576240539551,22.5889587402344,25.2581672668457,22.3886661529541,1742,306,11,74.102653503418,826,57,597,91,488
"516",516,25.568531036377,11.2341871261597,39.8927154541016,497.598236083984,39.408748626709,11.2477502822876,28.1609992980957,27.638708114624,19.1856670379639,31.4933319091797,19.0020408630371,1202,323,2,121.61247253418,866,19,202,26,279
"523",523,27.3160209655762,10.8663330078125,54.3629302978516,259.755767822266,37.8657493591309,17.8772506713867,19.9884986877441,26.7867908477783,26.5652503967285,30.7378330230713,24.1446666717529,590,123,0,90.1081390380859,318,4,81,28,468
"525",525,19.6531467437744,17.5281677246094,63.9825096130371,238.513137817383,32.8574981689453,5.46224975585938,27.3952484130859,21.8164577484131,18.5833759307861,22.2350406646729,16.4148330688477,877,209,5,104.684867858887,547,20,403,51,1448
"537",537,27.3764896392822,12.1768131256104,46.6263160705566,332.475280761719,39.6775016784668,13.5617504119873,26.1157512664795,28.2837085723877,24.8684577941895,30.9249172210693,22.6786251068115,764,130,1,83.6308898925781,359,8,248,12,106
"547",547,26.9878120422363,8.98075008392334,60.3991470336914,155.081085205078,34.1822509765625,19.3132495880127,14.8690013885498,27.320499420166,25.1966247558594,28.8646659851074,24.8897914886475,2413,663,0,116.795600891113,1673,10,336,26,118
"548",548,23.7737293243408,11.7775840759277,53.2428436279297,247.011245727539,35.2802505493164,13.1597499847412,22.1205005645752,22.814624786377,23.0081672668457,27.2591667175293,21.2329158782959,929,305,0,116.546295166016,593,4,69,43,778
"550",550,25.4465312957764,8.92660427093506,51.101146697998,253.479446411133,33.0415000915527,15.5729999542236,17.4685001373291,26.9157905578613,21.9515419006348,27.9480419158936,21.9261665344238,2003,461,4,105.165969848633,1259,27,575,29,188
"557",557,25.7368431091309,10.3545207977295,81.3682861328125,71.077995300293,32.6875,19.9619998931885,12.7255001068115,25.0065002441406,26.2298336029053,26.6177082061768,24.8152923583984,2488,373,22,62.577091217041,1042,115,348,1009,284
"559",559,28.0443439483643,11.6385622024536,78.9670791625977,65.7427749633789,35.9077491760254,21.1692504882812,14.7384986877441,27.5180416107178,28.5914573669434,28.8816242218018,27.2292499542236,1402,215,16,59.9455642700195,571,80,185,393,97
"560",560,24.4528675079346,8.20176124572754,78.1624450683594,70.2166366577148,29.7799453735352,19.2867202758789,10.4932250976562,25.0704612731934,23.7478313446045,25.3527545928955,23.7192420959473,1013,223,9,99.6197662353516,618,36,460,45,220
"562",562,26.0590629577637,11.3594999313354,64.3661575317383,206.18098449707,33.8959999084473,16.2477493286133,17.648250579834,27.613166809082,23.3129577636719,27.9941654205322,23.0884170532227,1216,200,26,59.7920951843262,547,98,411,135,261
"571",571,26.7099590301514,9.99625015258789,54.1362037658691,262.909973144531,36.1977500915527,17.7327499389648,18.4650001525879,27.0810832977295,24.9018325805664,29.8417072296143,23.2560424804688,977,202,10,76.7639999389648,490,37,160,203,381
