"","ID","bio.1","bio.2","bio.3","bio.4","bio.5","bio.6","bio.7","bio.8","bio.9","bio.10","bio.11","bio.12","bio.13","bio.14","bio.15","bio.16","bio.17","bio.18","bio.19","Elev"
"28",28,21.410457611084,10.0440406799316,55.6525955200195,281.253082275391,30.0247497558594,11.9770002365112,18.0477485656738,23.5213756561279,18.3891658782959,24.2972087860107,17.5131664276123,2207,432,62,70.7924041748047,1081,189,742,204,504
"29",29,26.1269989013672,8.84054183959961,84.693717956543,51.5490303039551,31.2367496490479,20.7985000610352,10.4382495880127,26.1998329162598,26.5051250457764,26.5440006256104,25.3703746795654,2815,310,187,16.1712074279785,873,594,619,709,147
"30",30,25.7159576416016,10.6084585189819,78.6583709716797,51.3965492248535,32.8315010070801,19.3447494506836,13.4867515563965,25.0068740844727,26.1415424346924,26.3167915344238,25.0068740844727,1769,336,22,76.4453277587891,891,83,141,891,266
"31",31,23.8135204315186,13.059666633606,85.5950622558594,68.9553527832031,31.6840000152588,16.4265003204346,15.2574996948242,23.7281246185303,23.7414588928223,24.7396659851074,23.0448341369629,1614,261,50,50.1040267944336,632,185,522,275,527
"32",32,25.597635269165,11.3460626602173,67.6548843383789,41.0544700622559,34.1445007324219,17.3740005493164,16.7705001831055,25.209415435791,25.5864162445068,26.1795425415039,25.209415435791,1952,316,5,71.6123809814453,884,42,271,884,294
"33",33,24.806676864624,10.5386867523193,78.3691253662109,63.2819976806641,30.9389991760254,17.4915008544922,13.4474983215332,25.3625411987305,23.874626159668,25.4080829620361,23.874626159668,1885,255,35,53.0388565063477,713,142,627,142,281
"34",34,18.5605525970459,11.4763126373291,87.7259750366211,52.7347564697266,25.0575008392334,11.9755001068115,13.0820007324219,19.0612907409668,17.7797508239746,19.0612907409668,17.7797508239746,2014,256,63,41.9685363769531,740,222,740,222,1754
"35",35,25.7639579772949,10.0772085189819,86.5015029907227,42.9456748962402,31.6922492980957,20.0424995422363,11.6497497558594,25.4047088623047,25.4497489929199,26.3433742523193,25.4047088623047,1686,254,18,49.8653373718262,622,103,506,622,339
"36",36,23.9684295654297,7.5440034866333,93.0416488647461,20.8259334564209,28.122486114502,20.0142860412598,8.10820007324219,23.871826171875,24.0939598083496,24.1548500061035,23.7280426025391,3211,314,233,8.56780242919922,893,724,839,790,575
"37",37,25.9490833282471,13.1348342895508,39.0009384155273,648.182861328125,42.413501739502,8.73524951934814,33.6782531738281,29.2527923583984,30.0971260070801,33.2584571838379,17.2738742828369,901,316,3,146.318267822266,741,16,64,39,113
"38",38,11.6058330535889,14.3768749237061,70.1567611694336,117.984077453613,21.4685001373291,0.976000010967255,20.4925003051758,12.3999576568604,9.95983409881592,12.8310413360596,9.95983409881592,1420,270,14,81.5411987304688,660,51,490,51,2866
"39",39,24.6005840301514,8.97625064849854,53.3165969848633,183.85774230957,33.1117515563965,16.2759990692139,16.8357524871826,24.306957244873,23.8934173583984,27.1798324584961,22.7611255645752,3190,1298,0,154.978530883789,2599,4,67,10,484
"40",40,25.6241664886475,10.5828323364258,63.6398696899414,177.202743530273,33.9469985961914,17.3177490234375,16.6292495727539,26.3097496032715,25.4286251068115,27.5544166564941,23.1781253814697,1705,258,38,57.1715316772461,687,136,416,225,185
"41",41,18.9267921447754,8.28045845031738,48.8724479675293,325.553497314453,27.0747489929199,10.1317501068115,16.9429988861084,22.9441261291504,15.6418333053589,22.9441261291504,14.9562082290649,1472,153,98,15.0030498504639,428,324,428,339,103
"42",42,13.6969585418701,10.9807910919189,48.0664978027344,443.196472167969,23.044750213623,0.199750006198883,22.8449993133545,18.4908332824707,7.73466634750366,18.4908332824707,7.73466634750366,882,151,16,66.0898056030273,420,63,420,63,2314
"43",43,24.6658535003662,9.04724979400635,86.4256210327148,50.219799041748,30.1492500305176,19.6809997558594,10.4682502746582,24.4009590148926,24.9172916412354,25.2506675720215,24.0152492523193,1764,213,86,27.887113571167,588,326,456,417,449
"44",44,25.0044059753418,11.7554378509521,74.187858581543,31.0256824493408,33.2117500305176,17.3662490844727,15.8455009460449,24.687292098999,24.9159164428711,25.400333404541,24.687292098999,1984,308,26,62.2238998413086,881,108,414,881,231
"45",45,24.8722496032715,10.6190414428711,79.0239715576172,57.382926940918,32.0007476806641,18.5629997253418,13.4377479553223,24.4430828094482,24.8485832214355,25.6840000152588,24.3651657104492,1722,212,31,43.1468963623047,626,147,372,589,404
"46",46,24.5209064483643,7.6705207824707,88.1061325073242,42.919506072998,29.0825004577637,20.3764991760254,8.70600128173828,24.9171676635742,24.6663341522217,25.0162086486816,23.9155006408691,1885,214,105,19.0470905303955,553,384,544,429,519
"47",47,23.6250839233398,8.70729160308838,92.1113967895508,21.2758541107178,28.4265003204346,18.9734992980957,9.45300102233887,23.8580837249756,23.6270408630371,23.8990421295166,23.3854999542236,3753,381,247,15.429913520813,1064,780,1009,853,754
"48",48,25.8757820129395,8.8493127822876,73.5986022949219,95.5914764404297,32.5830001831055,20.5592498779297,12.0237503051758,26.3426246643066,26.2402496337891,27.1616249084473,24.6847076416016,1311,195,19,48.9247817993164,501,114,309,350,174
"49",49,26.2972393035889,8.92956256866455,88.9863967895508,25.8283748626709,31.3652496337891,21.3304996490479,10.0347499847412,26.2410831451416,26.3692493438721,26.5886669158936,25.9336242675781,2698,312,153,24.4326763153076,906,484,581,742,61
"50",50,25.699239730835,8.36656284332275,76.8367614746094,61.3068428039551,31.3745002746582,20.4857501983643,10.8887500762939,25.2045421600342,26.4186248779297,26.4475002288818,25.1695823669434,1870,313,37,64.7568969726562,862,140,174,435,140
"51",51,22.1442718505859,11.6598329544067,61.3360710144043,262.537719726562,30.7089996337891,11.6992502212524,19.0097503662109,23.7575836181641,18.8615417480469,25.054666519165,18.8507919311523,1500,224,34,42.7621726989746,568,189,510,220,339
"52",52,22.627010345459,7.61043739318848,72.6152038574219,89.5740432739258,27.871000289917,17.3904991149902,10.4805011749268,22.411792755127,21.4052085876465,23.4813327789307,21.4022083282471,2452,421,24,57.0655364990234,1002,187,718,338,632
"53",53,18.302770614624,11.550124168396,56.5780448913574,342.16162109375,28.3137493133545,7.89925003051758,20.4144992828369,16.7783756256104,20.6307907104492,22.3604164123535,14.1549167633057,2052,209,141,10.5964279174805,559,479,516,514,605
"54",54,26.4933013916016,8.96247959136963,75.3386840820312,85.3506164550781,33.3160018920898,21.419750213623,11.8962516784668,25.4151248931885,27.1776676177979,27.5867919921875,25.4151248931885,2650,426,28,57.7981719970703,1108,166,206,1108,159
"55",55,12.8766355514526,9.99702072143555,42.4758987426758,514.519592285156,23.0457496643066,-0.490000009536743,23.5357494354248,18.6157913208008,5.98191690444946,18.6157913208008,5.98191690444946,950,190,11,86.5350875854492,519,34,519,34,2092
"56",56,26.3294677734375,8.69327068328857,83.9807815551758,47.702392578125,31.3762493133545,21.0247497558594,10.3514995574951,26.3504161834717,26.6337089538574,26.7652912139893,25.6389999389648,2897,325,199,16.3880577087402,908,646,648,687,111
"57",57,23.7283344268799,7.97862482070923,79.5297698974609,73.9464416503906,29.1672496795654,19.1350002288818,10.0322494506836,23.3426246643066,24.2485427856445,24.5179176330566,22.7016258239746,1795,324,35,59.6201210021973,724,149,447,404,651
"58",58,26.1535720825195,12.3386459350586,71.6509094238281,49.493408203125,34.8077507019043,17.5872497558594,17.2205009460449,26.1350421905518,25.6871242523193,26.7398338317871,25.5183334350586,1870,311,6,77.848876953125,883,27,485,53,276
"59",59,19.2105102539062,8.25631237030029,82.3798217773438,47.678653717041,23.8425006866455,13.8202495574951,10.0222511291504,19.3240413665771,18.6139583587646,19.6574172973633,18.4967079162598,3595,476,91,49.9590797424316,1376,339,1068,347,1226
"60",60,24.320032119751,10.308687210083,39.6678695678711,455.301605224609,37.0929985046387,11.1055002212524,25.9874992370605,25.9479160308838,18.3549156188965,29.7150001525879,18.279167175293,1353,351,3,119.227439880371,942,26,265,39,524
"61",61,25.0493125915527,9.20162582397461,77.3099670410156,74.609260559082,31.4897499084473,19.5874996185303,11.902250289917,25.0088329315186,25.7425422668457,26.1044158935547,24.2365837097168,3458,435,93,43.7122001647949,1225,323,442,871,278
"62",62,10.0546455383301,8.24670791625977,88.6814346313477,16.4018783569336,14.6009998321533,5.30175018310547,9.29924964904785,9.93420791625977,10.0093336105347,10.265832901001,9.89712524414062,1562,227,77,32.9199752807617,508,256,466,496,3094
"63",63,26.212532043457,9.04535388946533,77.4347991943359,72.5291442871094,32.9690017700195,21.2877502441406,11.6812515258789,25.9477081298828,27.2370834350586,27.2370834350586,25.4561252593994,2305,358,60,48.3637619018555,930,222,222,596,155
"64",64,25.1618537902832,12.7421245574951,70.7915496826172,59.6123008728027,33.607250213623,15.6077499389648,17.9995002746582,25.1759586334229,24.4388332366943,25.7735824584961,24.4059162139893,1959,328,3,78.8661956787109,946,28,478,55,335
"65",65,26.3414268493652,9.20943737030029,82.7368316650391,30.4725475311279,32.0260009765625,20.8950004577637,11.1310005187988,26.3445415496826,26.3218746185303,26.7035827636719,25.988208770752,2537,328,84,42.1562004089355,948,302,513,419,88
"66",66,27.2022075653076,9.40187454223633,77.1800079345703,82.8239135742188,34.2574996948242,22.0757503509521,12.1817493438721,26.1877498626709,27.960916519165,28.2975826263428,26.1877498626709,2824,462,38,61.4862098693848,1242,188,204,1242,124
"67",67,15.9680624008179,10.5860004425049,53.7872352600098,326.965789794922,25.6732501983643,5.99200010299683,19.6812496185303,14.142333984375,12.2417917251587,19.9032077789307,11.9614582061768,1511,153,102,14.092547416687,438,332,403,360,875
"68",68,16.4212398529053,12.0206460952759,56.9166145324707,329.867858886719,26.6019992828369,5.48225021362305,21.1197490692139,20.3247909545898,12.5157918930054,20.3247909545898,12.3353338241577,1529,163,84,20.081075668335,467,310,467,314,826
"69",69,26.4482917785645,9.85287475585938,89.1824340820312,43.9332313537598,32.1342506408691,21.0862503051758,11.0480003356934,25.8775825500488,26.7358322143555,26.8022499084473,25.8141250610352,2388,353,112,41.8677558898926,976,364,420,844,131
"70",70,25.3569259643555,10.8819789886475,78.5957870483398,59.0112113952637,31.7962493896484,17.9507503509521,13.8454990386963,25.5886249542236,24.503833770752,25.8764572143555,24.503833770752,2105,298,37,58.182014465332,856,128,479,128,154
"71",71,25.6893997192383,8.05078887939453,45.9455528259277,284.086517333984,32.0835075378418,14.5610523223877,17.5224552154541,27.4860229492188,21.3453216552734,28.0139770507812,21.3453216552734,3988,1087,3,116.731536865234,2818,35,1279,35,24
"72",72,13.980260848999,10.3448963165283,46.3543319702148,456.145751953125,22.8272495269775,0.51025003194809,22.3169994354248,18.9314994812012,8.76095867156982,18.9314994812012,7.89829158782959,1270,214,17,64.4437789916992,605,74,605,98,2147
"73",73,26.2316665649414,9.24262523651123,86.8117065429688,39.2261810302734,31.6982498168945,21.0515003204346,10.64674949646,25.7877502441406,26.3543338775635,26.7114582061768,25.7082500457764,2070,393,47,75.4547119140625,1057,145,200,1024,69
"74",74,24.9589996337891,8.6066255569458,86.7581481933594,42.2858390808105,30.1942501068115,20.2740001678467,9.92024993896484,24.6725425720215,25.0543327331543,25.5009174346924,24.447624206543,2252,285,118,28.3226070404053,770,388,562,678,378
"75",75,25.6737289428711,9.09958267211914,78.4886703491211,100.291549682617,32.2142486572266,20.6207504272461,11.5934982299805,24.8041667938232,26.2946243286133,26.7285003662109,24.346248626709,4733,560,224,27.6904354095459,1657,833,836,1392,20
"76",76,26.8344173431396,8.49887466430664,89.1544799804688,29.945426940918,31.6545009613037,22.1217498779297,9.53275108337402,26.921459197998,26.4511661529541,27.081958770752,26.3976669311523,2660,326,146,26.4012222290039,897,483,798,520,93
"77",77,17.7942810058594,10.9171457290649,66.5923233032227,155.540985107422,25.69700050354,9.30300045013428,16.3940010070801,18.7221660614014,15.5682916641235,19.3787078857422,15.5682916641235,866,184,1,106.19548034668,523,6,219,6,1813
"78",78,25.9631767272949,10.1848545074463,79.2564849853516,41.191219329834,32.203498840332,19.3529987335205,12.8505001068115,25.9928321838379,25.4552917480469,26.425874710083,25.4006252288818,2558,343,48,53.3511276245117,1005,190,570,304,113
"79",79,25.4070510864258,8.14968776702881,89.314094543457,25.5047798156738,30.1002502441406,20.9755001068115,9.1247501373291,25.2097911834717,25.3087921142578,25.7670421600342,25.1398754119873,2967,328,147,24.3928279876709,907,497,751,904,358
"80",80,21.2668857574463,8.19639587402344,36.634391784668,549.383666992188,31.5547504425049,9.18124961853027,22.3735008239746,27.2377510070801,13.8207912445068,27.2377510070801,13.8207912445068,1276,250,12,85.8047637939453,722,52,722,52,412
"81",81,24.2493648529053,9.48031234741211,86.6118011474609,44.3024253845215,29.6580009460449,18.7122497558594,10.9457511901855,24.1782913208008,23.7094993591309,24.7726669311523,23.7064590454102,1673,223,47,38.664379119873,568,199,477,291,489
"82",82,25.4030723571777,9.5212287902832,83.9836730957031,60.2751846313477,31.3327503204346,19.9957504272461,11.3369998931885,25.1117496490479,24.7284164428711,26.163875579834,24.7135829925537,1986,228,95,24.4455242156982,647,363,481,462,344
"83",83,23.3173961639404,8.7762508392334,91.919563293457,19.4744300842285,28.117000579834,18.5692501068115,9.54775047302246,23.531042098999,23.2816257476807,23.5583343505859,23.1052093505859,3716,400,216,18.9585704803467,1108,704,1022,926,833
"84",84,27.6363430023193,8.63464546203613,58.0773239135742,147.237884521484,34.7304992675781,19.863000869751,14.8674983978271,27.8050422668457,25.9006252288818,29.4627494812012,25.7202491760254,1674,323,6,79.326416015625,789,38,338,92,19
"85",85,22.3999996185303,7.57658338546753,68.9579620361328,132.840270996094,28.1542491912842,17.1669998168945,10.9872493743896,21.1367073059082,23.1116676330566,23.7395000457764,20.5763740539551,1643,279,38,61.7282485961914,756,147,259,709,396
"86",86,21.8794364929199,12.371958732605,43.2582206726074,559.302001953125,34.7594985961914,6.15924978256226,28.600248336792,25.9876670837402,20.4002075195312,27.3576240539551,13.9907913208008,1585,485,3,131.91471862793,1169,30,775,43,622
"87",87,17.1775417327881,8.09850025177002,49.183162689209,315.738494873047,25.4087505340576,8.94274997711182,16.4659996032715,21.1334590911865,18.1821250915527,21.1334590911865,13.3937082290649,1742,170,112,10.9146165847778,467,395,467,430,439
"88",88,23.138635635376,6.55172920227051,34.1640701293945,470.592834472656,31.9342498779297,12.7569999694824,19.1772499084473,27.7272071838379,16.9818325042725,28.2574157714844,16.9818325042725,1629,301,12,85.9242095947266,886,56,818,56,105
"89",89,27.7296257019043,9.39079189300537,64.1820220947266,149.143966674805,35.8494987487793,21.2180004119873,14.631498336792,26.1734161376953,28.6030826568604,29.8602085113525,26.1734161376953,3216,871,2,113.154579162598,2142,13,229,2142,19
"90",90,26.1800937652588,11.5583543777466,73.7175216674805,46.5123138427734,34.2664985656738,18.5872497558594,15.6792488098145,25.6237487792969,26.2066669464111,26.7810001373291,25.6237487792969,1531,296,11,78.9692306518555,780,54,129,780,139
"91",91,17.4366569519043,8.98352146148682,86.7637710571289,33.0456428527832,22.7154998779297,12.361499786377,10.3540000915527,17.1639995574951,17.3316669464111,17.8201675415039,17.1527919769287,2582,385,76,48.472728729248,1050,302,363,402,1706
"92",92,25.1634788513184,9.33416748046875,84.7924728393555,53.1573638916016,30.8132495880127,19.8050003051758,11.0082492828369,24.9188747406006,24.5582084655762,25.8352508544922,24.5559997558594,1994,239,84,28.1322326660156,666,321,504,424,346
"93",93,25.9279689788818,10.3418130874634,66.9524612426758,42.7258605957031,34.1342506408691,18.6877498626709,15.4465007781982,25.3874988555908,26.1800003051758,26.4913749694824,25.3874988555908,2109,335,15,66.0832748413086,921,69,294,921,277
"94",94,26.3690204620361,9.82237529754639,89.6877212524414,41.3102607727051,32.015998840332,21.0642490386963,10.9517498016357,25.8265838623047,26.5672073364258,26.7025413513184,25.775749206543,2243,334,107,41.9037170410156,911,336,395,789,161
"95",95,24.6281147003174,10.9486875534058,91.9362564086914,31.8300247192383,30.7309989929199,18.82200050354,11.9089984893799,24.2125835418701,24.800666809082,24.8843746185303,24.1754570007324,2864,372,156,29.7959213256836,1026,499,525,893,586
"96",96,24.6290836334229,9.36895847320557,44.1864242553711,325.647125244141,35.2760009765625,14.0727500915527,21.2032508850098,24.9812088012695,20.7174587249756,28.8157081604004,20.42799949646,1374,325,4,103.531105041504,860,15,310,42,587
"97",97,26.4452075958252,8.35337543487549,60.9746513366699,135.09928894043,33.5830001831055,19.8832492828369,13.6997509002686,25.3270416259766,26.7024574279785,28.5404167175293,25.2622489929199,4543,1548,1,131.523559570312,3419,11,330,2850,140
"98",98,22.341926574707,11.0158128738403,40.2959785461426,555.978942871094,34.9314994812012,7.59425020217896,27.3372497558594,26.4582920074463,15.4379587173462,27.9061660766602,14.6005420684814,1704,520,6,122.690185546875,1186,52,854,75,596
"99",99,24.0826358795166,7.5911455154419,85.1765289306641,51.7225341796875,28.6499996185303,19.7377490997314,8.91225051879883,24.435583114624,24.0082092285156,24.5381240844727,23.3312072753906,3315,330,228,13.0438528060913,968,688,822,756,678
"100",100,25.5955829620361,9.17941665649414,84.2863540649414,55.6967010498047,31.1947498321533,20.3039989471436,10.8907508850098,24.9639587402344,26.023250579834,26.1808738708496,24.7979583740234,3320,392,145,29.6323909759521,1129,531,542,1062,198
"101",101,21.324333190918,6.77241706848145,36.1885566711426,447.486328125,29.8112506866455,11.0970001220703,18.7142505645752,25.6316242218018,15.4072923660278,26.1845836639404,15.4072923660278,1580,321,5,92.9843902587891,913,45,805,45,522
"102",102,26.9683952331543,7.65920829772949,85.6902465820312,45.6214408874512,31.7974987030029,22.8592491149902,8.9382495880127,26.517707824707,27.2572078704834,27.4633331298828,26.3292503356934,2179,272,119,26.3292274475098,750,397,409,723,16
"103",103,23.7405738830566,11.3256044387817,89.3080825805664,28.9128112792969,29.8847503662109,17.2032508850098,12.6814994812012,23.6713333129883,23.3817501068115,24.0919990539551,23.3817501068115,2034,231,101,27.26025390625,640,314,595,314,942
"104",104,21.5340938568115,9.36360359191895,45.3448829650879,399.785858154297,28.9564990997314,8.30675029754639,20.6497497558594,25.3268756866455,15.7682085037231,25.3268756866455,15.7682085037231,3133,812,12,109.68310546875,2068,55,2068,55,595
"105",105,20.2765827178955,12.7274160385132,67.1516265869141,240.143249511719,29.4227504730225,10.4694995880127,18.9532508850098,22.6664161682129,17.3236675262451,22.6664161682129,17.0394592285156,1186,299,6,110.522392272949,761,28,761,32,964
"106",106,23.3292293548584,10.4524993896484,82.6594924926758,45.921314239502,30.1237506866455,17.4785003662109,12.6452503204346,23.0946235656738,23.3952922821045,23.9047508239746,22.8197078704834,1725,230,39,41.4760208129883,606,167,396,471,581
"107",107,21.5726146697998,12.087103843689,62.763256072998,264.099029541016,29.8962497711182,10.6380004882812,19.2582492828369,24.355583190918,18.2063331604004,24.355583190918,17.9858741760254,1202,217,20,68.0352020263672,590,88,590,124,446
"108",108,26.324405670166,9.02831268310547,85.9389114379883,30.7642345428467,31.6240005493164,21.1184997558594,10.505500793457,26.2672920227051,26.1999168395996,26.6452922821045,25.9427490234375,2938,319,166,22.2037029266357,926,508,639,572,84
"109",109,25.7803020477295,11.7027702331543,87.3846588134766,42.2607154846191,32.3154983520508,18.9232501983643,13.3922481536865,25.6556663513184,25.2730827331543,26.3099155426025,25.2730827331543,1315,172,72,26.5596466064453,424,235,331,235,518
"110",110,24.6313953399658,10.2628335952759,83.7406311035156,38.1262664794922,31.0452499389648,18.7897491455078,12.255500793457,24.3500423431396,24.6029586791992,25.1458740234375,24.2319583892822,1694,225,46,38.8937721252441,582,178,494,506,502
"111",111,25.4059276580811,8.99352073669434,81.3617248535156,59.349853515625,31.6567497253418,20.6030006408691,11.0537490844727,25.0665836334229,26.1945419311523,26.1945419311523,24.6825828552246,2281,335,63,49.2869720458984,927,216,216,759,274
"112",112,25.609375,9.0513744354248,82.9089279174805,62.6304779052734,31.0282497406006,20.1110000610352,10.9172496795654,25.4293746948242,26.1354579925537,26.2169170379639,24.7016677856445,2755,306,139,25.1090049743652,874,451,528,820,280
"113",113,26.1544589996338,9.01020812988281,81.9333343505859,43.9816513061523,31.4752502441406,20.47825050354,10.9969997406006,26.277250289917,25.7550411224365,26.6310005187988,25.5431251525879,2787,315,147,23.9710483551025,875,480,684,492,120
"114",114,28.0247497558594,10.4123334884644,87.0887603759766,40.0385551452637,34.4685020446777,22.5125007629395,11.9560012817383,27.6734161376953,28.4259166717529,28.626708984375,27.6137504577637,3351,474,41,61.2525978088379,1365,153,349,1226,26
"115",115,20.1436767578125,5.424729347229,35.4702339172363,351.431121826172,27.3435001373291,12.049750328064,15.2937498092651,23.8801670074463,15.4401254653931,24.0907917022705,15.4401254653931,2156,360,54,65.204963684082,1018,185,918,185,697
"116",116,24.8802089691162,9.97795867919922,83.5464935302734,45.0786323547363,31.4015007019043,19.4584999084473,11.943000793457,24.5237922668457,25.0338325500488,25.4812927246094,24.3423347473145,1829,234,70,31.2248878479004,595,244,421,529,462
"117",117,23.8722915649414,11.7944583892822,64.9501342773438,117.707649230957,32.7190017700195,14.5597496032715,18.159252166748,22.875207901001,23.4526672363281,25.5942497253418,22.875207901001,1480,283,0,90.5319290161133,808,3,309,808,780
"118",118,24.5555934906006,8.6665210723877,78.8833618164062,54.6419448852539,30.6052494049072,19.6187496185303,10.986499786377,24.3402080535889,25.1403331756592,25.3695831298828,24.1084175109863,1958,341,66,55.5392799377441,865,222,224,417,558
